HIGHDEG,ICLEVEL,SAT_AVG_ALL,ADM_RATE_ALL,TUITFTE,CONTROL,GRAD_DEBT_MDN,COMP_ORIG_YR4_RT,PCTFLOAN,MD_EARN_WNE_P8,CDR3,DEP_INC_AVG,UG25ABV,UGDS,PAR_ED_PCT_PS,RPY_3YR_RT,ATDCOST
2.0,2.0,1072.5787375921811,0.7399594423040696,1905.0,1.0,5750.0,0.182884748102,0.0159,32024.0,0.039,25361.710048,0.2511,4216.0,0.4513133457,0.2352490421,10156.0
2.0,2.0,1082.0939791787455,0.7471405542738405,1138.0,1.0,6500.0,0.259651307597,0.0069,36181.0,0.036,28162.930479,0.3758,4537.0,0.4269662921,0.4126213592,9412.0
4.0,1.0,1140.282644304461,0.95635910224438,17798.0,2.0,25000.0,0.523377212892,0.8309,36988.0,0.018,80950.268923,0.0675,6458.0,0.7505136484,0.4581005587,45539.0
4.0,1.0,1127.5866081434406,0.87811387900355,15051.0,2.0,23000.0,0.435779816514,0.6164,47207.0,0.009,69427.950284,0.1871,1370.0,0.6149936468,0.5881708653,42257.0
2.0,2.0,1085.7267919997691,0.7737505852921158,2029.0,1.0,7218.0,0.257668711656,0.0341,31369.0,0.025,38758.460952,0.31,1264.0,0.5069532238,0.4444444444,9711.0
1.0,3.0,1054.7351026674778,0.898444341264856,9793.0,3.0,9000.0,0.476923076923,0.7333,16339.0,0.016,39157.780488,0.3955,134.0,0.512345679,0.3358208955,19803.0
4.0,1.0,1266.8055579730665,0.69443491816056,22198.0,2.0,23168.0,0.629003558719,0.4965,60865.0,0.01,87123.937038,0.1198,14059.0,0.6976485836,0.6199547089,56733.0
1.0,3.0,1128.6089044349528,1.0034849110900412,6580.0,3.0,7917.0,0.635220125786,0.5401,25307.0,0.025,55762.777027,0.3601,436.0,0.4125874126,0.5227272727,19125.0
2.0,2.0,1142.0924350886494,0.6755570556260271,3369.0,1.0,10410.0,0.082568807339,0.1129,40715.0,0.03,45888.015335,0.3004,14801.0,0.5739186572,0.419682868,13150.0
3.0,1.0,903.9001765227588,0.9076049412511602,10565.0,2.0,26986.0,0.113122171946,0.895,27610.0,0.049,25507.621795,0.1561,487.0,0.4606060606,0.1623309053,29337.0
4.0,1.0,1036.0,0.71742477256822,4423.0,1.0,21500.0,0.523376623377,0.3844,45842.0,0.024,62538.574267,0.115,4616.0,0.6578356533,0.5781413887,24506.0
2.0,2.0,1127.4538293019627,0.7790117734869064,3145.0,1.0,7390.0,0.184265010352,0.032,39162.0,0.025,43981.661564,0.286,6347.0,0.4784205693,0.4620689655,8745.0
4.0,1.0,1145.0,0.71291866028708,16849.0,2.0,20489.0,0.650773195876,0.5758,55608.0,0.002,78726.153636,0.0961,2791.0,0.648089172,0.7127371274,50133.0
3.0,1.0,1017.0,0.86659064994298,13857.0,2.0,23250.0,0.519230769231,0.638,43699.0,0.013,74800.502717,0.0672,468.0,0.6584022039,0.6723404255,39139.0
1.0,3.0,1122.1044438955018,0.9586702638382354,8036.0,3.0,9500.0,0.789115646259,0.6463,30818.0,0.019,50674.112903,0.3958,283.0,0.4036363636,0.5427728614,24301.0
2.0,2.0,1131.0977541488126,0.60975609756097,12912.0,3.0,16209.0,0.693103448276,0.8441,38315.0,0.012,72506.182109,0.3766,308.0,0.5747572816,0.7239165329,20466.0
4.0,1.0,1094.9967832484485,0.753895188271209,6228.0,2.0,18779.019320862622,0.40402063662348886,0.4225903872584249,39861.04149449768,0.041,55078.76435971464,0.3064628625190886,4849.032180390728,0.604498590573217,0.48680092512694545,29151.20091021812
1.0,3.0,1028.2894615393639,0.8931507700764701,8711.0,3.0,9833.0,0.5639614101115642,0.4737,14205.0,0.056,37298.52381,0.5,48.0,0.4739118562656397,0.3333333333,14965.0
4.0,1.0,951.0,0.52054794520547,9255.0,1.0,18618.0,0.389830508475,0.4489,51297.0,0.025,43311.102307,0.4588,2698.0,0.5738056897,0.452173913,20806.0
1.0,2.0,1166.3720401341088,1.0,7672.0,2.0,12562.111567174652,0.6325096640005501,0.5238,56856.0,0.046,63768.43713558355,0.5962,52.0,0.47963945704419875,0.5555555556,14241.0
4.0,1.0,1008.0,0.79543197616683,11775.0,2.0,23875.0,0.498591549296,0.6574,41587.0,0.016,68200.167382,0.1034,828.0,0.6887298748,0.6212471132,42166.0
1.0,3.0,1158.9664226753289,0.8867405438138952,13494.0,3.0,6333.0,0.756302521008,0.5129,25127.0,0.019,59452.478873,0.552,500.0,0.496124031,0.487804878,22987.0
1.0,3.0,1103.904890969212,0.8168803820427046,5245.0,3.0,9833.0,0.408163265306,0.4651,26016.0,0.031,54793.5,0.2267,75.0,0.6119402985,0.2307692308,16058.0
1.0,3.0,1093.4523475438248,0.9086416209295697,7040.0,3.0,9833.0,0.488372093023,0.4022,21429.0,0.0,50298.488372,0.307,114.0,0.4567901235,0.3695652174,22064.0
3.0,1.0,1065.587095453569,0.8,11730.0,2.0,14000.0,0.3819874620086259,0.1602,29235.0,0.023,48324.556393527426,0.0353,81.0,0.628518962232973,0.46685321661660817,21030.0
2.0,2.0,1088.0346357781036,0.7599149931544673,4108.0,1.0,8029.0,0.22009569378,0.0917,33571.0,0.04,39287.832402,0.2269,901.0,0.5164383562,0.3664259928,12041.0
4.0,1.0,1191.3269748747618,0.6057503123496779,35704.0,2.0,26278.0268819114,0.6368783188164615,0.5841867371598478,59353.418948495455,0.001,83829.00526565936,0.3017672548038516,3910.116233853507,0.6921214591367159,0.6634355562816286,53843.55765317069
4.0,1.0,1212.0,0.78803036286253,11753.0,1.0,16704.0,0.619583687341,0.2922,59492.0,0.007,51358.873629,0.0909,22011.0,0.5560220035,0.6881439336,24382.0
4.0,1.0,1168.0,0.80020632737276,14036.0,2.0,22500.0,0.533701657459,0.5476,53408.0,0.011,72777.836066,0.1309,2174.0,0.6568047337,0.5692307692,45304.0
4.0,1.0,1212.779180211526,0.5660295588582342,43366.0,2.0,28143.85165212318,0.6888618185280067,0.6202651131661489,63802.642566790324,0.0,90362.42600563483,0.2986915607521845,3624.225120323492,0.7127326351960573,0.6995981441530559,60100.87614374522
4.0,1.0,1422.0,0.59662135187947,14361.0,1.0,19500.0,0.797046413502,0.3183,71529.0,0.006,89002.822018,0.0134,33889.0,0.7506979002,0.7884637885,31102.0
3.0,1.0,1239.0,0.45234426590358,20430.0,2.0,27000.0,0.775075987842,0.6644,61577.0,0.008,97397.26718966436,0.0067,1646.0,0.8227424749,0.843615495,65676.0
2.0,2.0,1112.4514818489781,0.7347344602439865,4078.0,1.0,8900.0,0.158291457286,0.0771,32085.0,0.034,46667.906445,0.2427,4800.0,0.5736346516,0.4504543488,14084.0
3.0,1.0,1063.0,0.74758659852356,11773.0,2.0,25565.0,0.650793650794,0.74,48462.0,0.021,70252.970179,0.0583,1088.0,0.6890243902,0.7692307692,45289.0
2.0,2.0,1110.3016928691732,0.7378549845153706,1633.0,1.0,6500.0,0.387518142235,0.0762,32690.0,0.039,42756.644068,0.2107,585.0,0.5916666667,0.5898617512,13010.0
4.0,1.0,1328.0,0.66109492409139,18613.0,2.0,25000.0,0.613733905579,0.4052,73894.0,0.008,70052.850208,0.0951,2889.0,0.6776232617,0.802978236,65257.0
4.0,1.0,1125.0,0.91538655250566,11497.0,1.0,20482.0,0.644597701149,0.4982,55213.0,0.017,86465.647624,0.0412,17632.0,0.7035649882,0.7400207361,31753.0
2.0,2.0,1089.4018071187888,0.753468494769229,3361.0,1.0,8233.0,0.143356643357,0.0294,35279.0,0.022,38474.256684,0.2429,1853.0,0.4934010152,0.4651162791,11499.0
4.0,1.0,1168.9196016841622,0.6489795858301513,27417.0,2.0,24278.492672422,0.5825473021214511,0.5464782343759432,54678.07118329553,0.0,76970.83778645453,0.30550474586774623,4228.593015214108,0.6703086674984858,0.6264831753216691,47111.531200879486
2.0,2.0,1031.710659444954,0.6571286039289432,2196.0,1.0,9444.189905636318,0.189903846154,0.0,29550.0,0.086,25173.304636,0.2268,2157.0,0.5653789004,0.4253731343,11714.0
2.0,2.0,1109.922408518603,0.8033092040194183,3875.0,1.0,8029.0,0.276845637584,0.1978,33357.0,0.02,46802.109375,0.2859,1370.0,0.5338567223,0.4602551521,12275.0
2.0,2.0,1114.152587371897,0.7474353663874995,3263.0,1.0,9711.0,0.137142857143,0.0506,37479.0,0.029,44587.912729,0.2297,8937.0,0.5315938384,0.3682008368,9555.0
4.0,1.0,1054.0,0.62398373983739,9980.0,2.0,25000.0,0.486013986014,0.6331,50404.0,0.018,78776.106383,0.25,923.0,0.6437246964,0.6605783866,40750.0
2.0,2.0,1069.9468375315942,0.7497073397308569,4608.0,1.0,9969.0,0.119318181818,0.0592,34391.0,0.037,37709.65924,0.2976,1837.0,0.4839285714,0.3238686779,11443.0
2.0,2.0,1098.9704945348412,0.6624694065155745,2603.0,1.0,3750.0,0.310272536688,0.0,33985.0,0.1,29356.353612,0.2344,1740.0,0.5647193585,0.4769874477,10634.0
2.0,2.0,1073.2751503863126,0.6985545404811986,4518.0,1.0,9395.0,0.294184720639,0.0666,34595.0,0.07,36439.75653,0.2486,1731.0,0.5558889722,0.324099723,12283.0
3.0,1.0,1276.0,0.70238484155504,15942.0,2.0,27000.0,0.681660899654,0.5997,46521.0,0.02,76844.429126,0.0216,1140.0,0.7215447154,0.7599206349,62212.0
1.0,3.0,1085.8223502177668,1.0227794032212727,7675.0,3.0,9833.0,0.6379875153348362,0.7465,18071.0,0.028,54214.0,0.1458,48.0,0.5329999237412946,0.3214285714,16476.0
2.0,2.0,1106.1047462551467,0.7285616446023893,3215.0,1.0,8735.0,0.236419753086,0.0185,38070.0,0.015,37158.097029,0.3711,9124.0,0.4797245601,0.4346648612,10546.0
4.0,1.0,1271.0,0.64433226250573,14513.0,2.0,26158.0,0.730994152047,0.5,54125.0,0.01,88944.801056,0.0295,1657.0,0.7541284404,0.7724358974,63691.0
4.0,1.0,1152.252882725506,0.6634802883256004,24133.0,2.0,23304.951131128764,0.5424697351437613,0.5186711503815941,51484.82249181923,0.02,72213.07588025578,0.3029595644401648,4264.015634035604,0.6569646058424802,0.5906744090574322,44093.8346762641
2.0,2.0,1112.6083370007398,0.7450630609943996,2151.0,1.0,6188.0,0.338907469342,0.0678,34801.0,0.051,40941.569608,0.2061,2439.0,0.5608607935,0.4731075697,10378.0
3.0,1.0,1269.5647321829836,0.6163724079737618,17332.0,2.0,15000.0,0.896907216495,0.7222,79316.0,0.0,70427.395833,0.5132,152.0,0.5756730636527079,0.7629310345,44678.15753934131
2.0,2.0,1132.733675249211,0.825006362394145,3944.0,1.0,6751.0,0.292089249493,0.1649,33525.0,0.043,52023.785481,0.1808,2417.0,0.5716889429,0.5501355014,9238.0
4.0,1.0,1147.0,0.71259568545581,16948.0,2.0,21500.0,0.442434210526,0.5005,57306.0,0.014,82782.257944,0.1825,3799.0,0.6059968438,0.6590709904,43142.0
4.0,1.0,1082.2358979310266,0.8036821129807212,9117.0,2.0,20250.0,0.377622377622,0.5909,36525.0,0.025,63436.555556,0.2021,284.0,0.6877828054,0.5620608899,27946.0
3.0,1.0,776.0,0.74262461851475,9214.0,2.0,20812.0,0.253012048193,0.7932,32673.0,0.04301960950467375,44503.610959,0.1841,795.0,0.5882352941,0.3161016949,30231.0
2.0,2.0,1073.1602087377803,0.7886080701758706,4472.0,1.0,11011.0,0.264331210191,0.2248,32530.0,0.034,41735.018106,0.3079,3959.0,0.5335208626,0.3808933002,11062.0
2.0,2.0,1111.1981254430611,0.918799223893483,9974.0,3.0,11250.0,0.656987295826,0.7497,35665.0,0.029,46163.918994,0.3159,1184.0,0.452374564,0.3663503819,26387.0
4.0,1.0,1311.0,0.76980224196277,24987.0,2.0,24157.0,0.582852065749,0.4812,62192.0,0.006,96261.548815,0.0691,11739.0,0.7231325301,0.7538461538,53851.0
4.0,1.0,1092.0039176544497,0.7459391202957955,7361.0,2.0,18911.498573593417,0.3970237184474401,0.4177410095874884,39457.68796837899,0.057,54429.80920943507,0.30282041361681666,4734.882084441095,0.6038253854729037,0.47539178946208444,29799.463582316166
4.0,1.0,1136.626727286311,0.7451866035183898,26753.0,2.0,24000.0,0.632075471698,0.6348,48261.0,0.0,74469.791045,0.5093,108.0,0.5894039735,0.7959183673,45756.41402034635
1.0,3.0,1138.4633359048137,0.7476290746474756,6034.0,3.0,5866.004101657942,0.5,0.2716,30301.0,0.068,49052.3125,0.5811,74.0,0.5,0.4347826087,19429.0
2.0,2.0,938.2049874261088,0.8024184611263836,11223.0,2.0,25250.0,0.471698113208,0.5797,28554.0,0.096,36120.297297,0.7907,258.0,0.4358974359,0.2443181818,23635.0
4.0,1.0,1083.1970549389598,0.7702544255245323,2909.0,2.0,17912.46105657712,0.37553114102500795,0.40282041258024626,37502.15609373555,0.048,51591.84164198808,0.3064988711666996,4943.644441749391,0.5940570836392574,0.4643217639896648,26328.01967986363
2.0,2.0,1149.1870049217418,0.7595414335571351,2844.0,1.0,6260.0,0.165172855314,0.0253,40082.0,0.04,47588.689218,0.1921,4595.0,0.5156608098,0.5211864407,11292.0
4.0,1.0,1146.9663273998851,0.77677053824362,12483.0,2.0,23250.0,0.468123861566,0.5273,50218.0,0.021,72016.686778,0.1878,1436.0,0.6744186047,0.5559701493,46130.0
4.0,1.0,1119.1297377816716,0.7201677285471488,13060.0,2.0,20559.15319485106,0.4622928133607902,0.46302786338670054,44689.80150214129,0.027,62215.50202129618,0.30630797119336783,4652.456264381748,0.6258976399125349,0.5326486012138644,34955.562801544394
4.0,1.0,980.0,1.0,22703.0,2.0,31250.0,0.568047337278,0.8995,61476.0,0.004,92244.867647,0.6323,514.0,0.652173913,0.6078947368,38345.0
4.0,1.0,1106.0,0.74811413578222,14190.0,2.0,27000.0,0.539347408829,0.647,45223.0,0.033,73083.293062,0.0762,1719.0,0.6815217391,0.6422310757,52565.0
3.0,1.0,1210.0,0.65637371338083,13331.0,2.0,27000.0,0.529850746269,0.7045,43782.0,0.005,72518.195122,0.0093,750.0,0.6775599129,0.6605263158,52167.0
4.0,1.0,1044.8748833880732,0.97651006711409,8077.0,2.0,18149.0,0.557692307692,0.3933,38824.0,0.009,37295.807065,0.2864,1878.0,0.7191011236,0.5338615089077705,31107.0
2.0,2.0,1095.2324920345259,0.7331307208980102,2929.0,1.0,9500.0,0.177347843611,0.0381,37829.0,0.017,37265.885359,0.1997,7443.0,0.509469697,0.411634757,10929.0
2.0,2.0,1245.9076405679261,0.8920838399337834,12719.0,2.0,12000.0,0.772727272727,0.8101,55448.0,0.022,83683.85989887564,0.0676,74.0,0.6496138704903467,0.7171717172,26438.0
2.0,2.0,1077.5126067776687,0.8240113274035847,2968.0,1.0,8000.0,0.153658536585,0.0196,37621.0,0.034,29791.54538,0.2439,2702.0,0.3307560137,0.3262910798,12706.0
4.0,1.0,1007.7832140864288,0.97035573122529,14837.0,2.0,19750.0,0.399146211313,0.3541,41824.0,0.015,30595.432018,0.3801,3485.0,0.4955516014,0.4267631103,23485.0
4.0,1.0,1156.8624471963285,0.6193790839625615,21367.0,2.0,12500.0,0.771929824561,0.2143,47260.0,0.005,53113.16129,0.7742,19.0,0.5213894552509437,0.4502923977,35433.512497946474
1.0,3.0,1102.3396384609773,0.9500911817168055,3769.0,3.0,-896.486861796584,0.8016764530459195,0.3188,16224.0,0.0,28460.35,0.5091,55.0,0.35,0.6363636364,14733.0
4.0,1.0,1156.0,0.68402548890353,16961.0,2.0,24500.0,0.677069199457,0.6105,51451.0,0.015,93247.417752,0.0362,2384.0,0.7340339531,0.7455325232,54526.0
4.0,1.0,1055.0,0.67135455218356,16510.0,2.0,25500.0,0.561525129983,0.6544,52431.0,0.012,68962.568098,0.0979,1834.0,0.6301675978,0.6416732439,39934.0
4.0,1.0,1130.2827578254476,0.7058826100041715,16005.0,2.0,21343.95175628556,0.48919859731944126,0.48169824943652784,46900.44010689239,0.019,65488.41285442404,0.3066291329739097,4576.467304399441,0.6355747504926634,0.554450931479765,37491.30260267471
4.0,1.0,1130.9342160923336,0.7044509335457,7641.0,1.0,22162.0,0.542162162162,0.5031,50832.0,0.021,65391.45865,0.1544,11819.0,0.6167031364,0.601180715,26275.0
4.0,1.0,1529.0,0.06971618103954,31160.0,2.0,15000.0,0.882787750792,0.1907,78939.0,0.001,104163.09285,0.0326,8691.0,0.8484288355,0.8701616854,81058.0
4.0,1.0,1090.1607070798111,0.62106501912327,8627.0,1.0,14600.0,0.425404433793,0.2354,46410.0,0.034,38708.30846,0.4277,4547.0,0.4913112164,0.5627062706,24339.0
2.0,2.0,1109.78321114765,0.5998687672044227,3231.0,1.0,5250.0,0.195594713656,0.0079,40298.0,0.0,27811.644244,0.3498,6862.0,0.5664939551,0.5657894737,10771.0
1.0,3.0,1110.52739697437,1.0560736076764643,8245.0,3.0,9833.0,0.645161290323,0.6818,16932.0,0.0,66753.25,0.1556,45.0,0.5827635987045551,0.4226804124,12866.0
4.0,1.0,1105.0,0.60550926713144,12829.0,2.0,25000.0,0.526315789474,0.7177,46264.0,0.008,86804.466121,0.0677,2599.0,0.7231604343,0.6662584201,48838.0
2.0,2.0,1120.5175956511735,0.7230639371497514,4058.0,1.0,8548.0,0.188235294118,0.1874,34337.0,0.049,49027.475347,0.2686,3272.0,0.6085383502,0.3332377402,13095.0
2.0,2.0,1055.7651094113153,0.6185719234363845,2518.0,1.0,11000.0,0.164713990351,0.0994,32613.0,0.063,34684.847542,0.3846,2306.0,0.6074561404,0.2475598935,14147.0
3.0,1.0,1138.0,0.84057971014492,8606.0,2.0,13317.773973205629,0.43665442486032213,0.0,36694.70536922173,0.029224882649995912,60486.537963981216,0.0467,318.0,0.6414121392299114,0.5472649534094103,27151.703568195473
1.0,3.0,1134.1441225564479,0.8965472264821843,8780.0,3.0,6122.8247649124605,0.7559899574261211,0.5,27125.0,0.023,51629.428571,0.1463,41.0,0.5504879049489708,0.5434782609,18453.0
4.0,1.0,1162.0,0.59797297297297,8330.0,2.0,24000.0,0.325966850829,0.5293,44356.0,0.022,71946.328467,0.0853,966.0,0.6699507389,0.6025641026,43004.0
2.0,2.0,1080.5729058888844,0.6599307685710298,1446.0,1.0,5809.0,0.356807511737,0.0,31808.0,0.081,28474.389535,0.1803,1211.0,0.5693135935,0.414187643,14722.0
2.0,2.0,1079.6205568717128,0.7390736533187048,2174.0,1.0,8256.0,0.230014025245,0.0949,34964.0,0.053,36485.990066,0.325,1442.0,0.5092592593,0.3411458333,10235.0
2.0,2.0,1097.500964810415,0.7263971843188284,3199.0,1.0,8500.0,0.229468599034,0.0422,34998.0,0.042,37484.999355,0.281,4636.0,0.5016982048,0.4346289753,14489.0
4.0,1.0,1014.0,0.66784869976359,15353.0,2.0,22274.0,0.510447761194,0.634,47180.0,0.018,63023.886105,0.1966,956.0,0.5816135084,0.5788770053,43892.0
4.0,1.0,1030.0,0.9229031347077,20252.0,2.0,22000.0,0.41829393628,0.5629,41937.0,0.018,64705.411827,0.2229,2585.0,0.6316205534,0.45645103,45697.0
4.0,1.0,1060.0,0.80936280884265,19099.0,2.0,24411.0,0.526002971768,0.6343,51266.0,0.019,56943.6,0.1008,2034.0,0.4925373134,0.6351219512,43227.0
4.0,1.0,1161.3542261307814,0.5032836235890872,30630.0,2.0,21988.0,0.728423718610804,0.4423,70868.0,0.0,56696.275862,0.6441,118.0,0.527027027,0.8488372093,49868.963126616436
4.0,1.0,1269.5765102957362,0.6846282612803429,16533.0,2.0,15000.0,0.899224806202,0.4824,65067.0,0.01,80375.378947,0.208,272.0,0.6315789474,0.7627118644,46085.5366131161
4.0,1.0,1060.0,0.68233799237611,13137.0,2.0,21079.0,0.609022556391,0.6122,55873.0,0.01,80523.159555,0.2252,1519.0,0.5762195122,0.652688172,43586.0
4.0,1.0,1286.4242550514177,0.6512244245987844,23169.0,2.0,18750.0,0.8183913428009393,0.9065,75271.0,0.0,86148.2,0.3871,93.0,0.6457332675172333,0.7633285879481093,52974.28127022259
4.0,1.0,1106.8571694717155,0.84794344473007,15398.0,2.0,22223.0,0.566486486486,0.8419,52214.0,0.017,54663.502436,0.0613,3087.0,0.506122449,0.5963045913,40895.0
4.0,1.0,1140.0,0.79487179487179,6446.0,1.0,19128.0,0.483547925608,0.4167,49661.0,0.01,62705.912256,0.344,2441.0,0.6375617792,0.5764139591,23892.0
2.0,2.0,1100.2129613023503,0.7646920547344993,2363.0,1.0,8250.0,0.273781902552,0.0924,34764.0,0.042,42055.096708,0.238,1076.0,0.5236728838,0.5562632696,13725.0
2.0,2.0,1032.3755311168995,0.677377205424063,2140.0,1.0,9282.496492740996,0.254777070064,0.0,28061.0,0.05009991386098106,26675.281768,0.2657,667.0,0.5504761905,0.36894457639376926,13011.0
3.0,1.0,1077.6065879428218,0.795583889091644,11251.0,2.0,4423.0,0.407158836689,0.0983,30968.0,0.035,21548.843931,0.6879,714.0,0.3165266106,0.32548032669653143,18980.0
4.0,1.0,1181.1845537333213,0.6257833277390645,31877.0,2.0,25359.4069021209,0.6122772377395609,0.5671120972767095,57229.678705421466,0.0,80715.67968610622,0.3035994975377313,4059.5867570654955,0.6821721633873296,0.6469291444098867,50743.88924496883
2.0,2.0,1011.6848670610076,0.6425838419562473,1230.0,1.0,10710.597435492535,0.094488188976,0.0,28796.0,0.05461432424113367,23429.064189,0.1913,634.0,0.5714285714,0.3328322271726204,12529.0
1.0,3.0,1132.2974751998745,0.7174864056921613,76574.0,2.0,2771.9459490480804,0.891499947146289,0.0,33529.0,0.136,33907.564103,0.7253228112128997,0.0,0.2380952381,0.5802469136,24861.0
4.0,1.0,1135.3977821211279,0.6808903387897469,20364.0,2.0,22240.51217731794,0.5018872146341904,0.4905123342842025,48211.26704271222,0.037,67348.13578440389,0.30121377699071716,4331.169819219096,0.6430217602552935,0.5557553480062288,40732.60580883837
2.0,2.0,1067.783714221515,0.7233489858192765,4210.0,1.0,10964.174128777726,0.32160218018293185,0.1348,34679.0,0.075,40500.640221,0.2286,821.0,0.582278481,0.4280155642,12013.0
4.0,1.0,1218.9129223874822,1.0,23353.0,2.0,20000.0,0.806451612903,0.7476,66234.0,0.01,78889.862745,0.4815,189.0,0.5625,0.8376623377,43873.18642865839
1.0,3.0,1061.9547400702118,0.9677210587701699,9047.0,3.0,9833.0,0.66265060241,0.7042,19726.0,0.057,44422.704762,0.1429,35.0,0.5197368421,0.2727272727,16256.0
4.0,1.0,1086.0,0.95148132245598,10003.0,1.0,21543.0,0.466197613949,0.467,46733.0,0.024,61536.538103,0.1966,7973.0,0.6474804976,0.5050697085,29247.0
4.0,1.0,1072.0,0.98065591995553,10172.0,1.0,20500.0,0.475669957687,0.4291,49110.0,0.025,72674.671883,0.1417,9903.0,0.6931251355,0.5838428757,24338.0
2.0,2.0,996.6088401499807,0.89130434782608,4733.0,3.0,10507.024451592923,0.3283625454593877,0.23,24254.0,0.177,14226.407407,0.5758,231.0,0.48,0.1354581673,22550.0
4.0,1.0,1103.4338114570419,0.93333333333333,20243.0,2.0,12945.229928709341,0.4581668865290356,0.0,36290.38406173217,0.02694463948917207,55520.77407409836,0.29588327545877546,73.0,0.5760314966753924,0.5159764230054733,18500.0
2.0,2.0,1018.8189374844369,0.6419954971167776,1801.0,1.0,10644.88734023652,0.077724358974,0.0,31157.0,0.052672093379218014,23793.001415,0.2642,2032.0,0.5510204082,0.32738458478372545,10814.0
1.0,3.0,1086.9743342648528,0.944015295767328,8918.0,3.0,6736.841896539328,0.6871914745633938,0.5625,18285.0,0.137,46284.011486943054,0.2222,9.0,0.5314517914484607,0.4782608696,14219.0
4.0,1.0,1122.0,0.76240458015267,12316.0,2.0,25009.0,0.51566951567,0.7557,49346.0,0.022,86635.751899,0.1998,832.0,0.6709090909,0.6824858757,38493.0
4.0,1.0,1038.0,0.9142091152815,9924.0,2.0,26082.0,0.367041198502,0.6678,41818.0,0.026,74629.605263,0.1431,476.0,0.7039473684,0.5627198124,47164.0
2.0,2.0,1081.4450954791896,0.7241334283956884,3113.0,1.0,9413.0,0.15852205006,0.0256,36668.0,0.035,33580.724154,0.3689,6500.0,0.4617205998,0.3884197829,11281.0
1.0,3.0,1157.608698336444,0.8829563834822143,5775.0,3.0,4584.0,0.608391608392,0.4328,23805.0,0.009,55605.737705,0.351,151.0,0.5179282869,0.5064516129,21291.0
4.0,1.0,1107.6996083790395,1.0,14989.0,2.0,27000.0,0.607142857143,0.5366,43891.0,0.0,83080.35158611182,0.1591,72.0,0.6722132437377706,0.625,36350.0
2.0,2.0,1148.4462722088922,0.8082282407792576,3192.0,1.0,7000.0,0.223460026212,0.0903,38591.0,0.023,51111.493066,0.2509,5591.0,0.5064826432,0.4423503326,9498.0
4.0,1.0,1159.399514360642,0.5531918143529597,27527.0,2.0,25000.0,0.9453125,0.8033,76457.0,0.005,59893.423077,0.7219,506.0,0.5424107143,0.7979452055,51000.33270600579
4.0,1.0,1058.4622240682297,0.72484628283957,6291.0,1.0,25251.0,0.504946236559,0.5576,47712.0,0.032,58251.419792,0.163,5268.0,0.6229244778,0.5898019975,25774.0
4.0,1.0,1351.0,0.86251881585549,20478.0,2.0,23250.0,0.837837837838,0.4318,55575.0,0.0,118864.45211,0.0085,2301.0,0.8200486296079341,0.8789473684,51664.0
2.0,2.0,1112.7773149462153,0.6794611517922726,4529.0,1.0,10184.0,0.213977979895,0.0335,42321.0,0.02,39256.457358,0.2721,9111.0,0.5277374383,0.4697277529,12976.0
4.0,1.0,1070.0,0.62445912092917,15008.0,2.0,27000.0,0.524691358025,0.7021,43970.0,0.031,79695.849132,0.0777,1137.0,0.7683486239,0.6376221498,46132.0
4.0,1.0,1124.0,0.68165773303699,8436.0,1.0,23250.0,0.576849051416,0.7729,45784.0,0.019,78391.261252,0.0508,13896.0,0.7227824054,0.6458934663,24343.0
4.0,1.0,1099.6404082471818,0.9792,13092.0,2.0,25000.0,0.596153846154,0.554,43059.0,0.02,69784.229249,0.1385,1144.0,0.6754874652,0.6261373036,41114.0
4.0,1.0,1278.0,0.80547588005215,23346.0,2.0,26000.0,0.779349363508,0.4281,67345.0,0.005,132156.93665,0.0095,4388.0,0.8704883227,0.8453683443,62950.0
4.0,1.0,1041.8212713933099,0.818154877361595,16276.0,2.0,21534.0,0.359447004608,0.3958,40637.0,0.055,50198.550562,0.304,522.0,0.4817073171,0.352484472,27153.0
4.0,1.0,1111.2987638078014,0.707745433219443,14655.0,2.0,20661.48985095665,0.44382615485628096,0.4502247757563954,43499.20910296509,0.059,60354.186134488846,0.2993097150097751,4449.582798764459,0.6227663853752677,0.5067542659249047,35705.6055790176
2.0,2.0,1105.0284581869403,0.7123666127614601,9230.0,3.0,20295.754176238,0.186046511628,0.6911,38525.0,0.0,64462.5,0.9145,117.0,0.534591195,0.418699187,36460.0
4.0,1.0,1109.2695848908181,0.7617934948556613,5726.0,2.0,19021.517211346152,0.43795716008279073,0.4461264137076648,42268.44814239112,0.0,58757.97553413536,0.3147708314117712,5050.5469940260955,0.6126111138381923,0.5270451673637033,29445.728883762262
1.0,3.0,1106.2862387131668,0.904964754601534,14870.0,3.0,7307.0,0.727941176471,0.6653,19888.0,0.016,47961.336842,0.3818,296.0,0.5129032258,0.3359375,22544.0
3.0,1.0,1293.0,0.64670763827919,17017.0,2.0,27000.0,0.8,0.3379,61049.0,0.009,109930.67556967615,0.0023,1708.0,0.8364888124,0.8177496038,67574.0
1.0,3.0,1132.4521647475756,0.9929282311671274,13517.0,3.0,8025.0,0.8174132155848597,0.8,24617.0,0.0,58617.4,0.2222,9.0,0.5495466485196159,0.5365853659,19411.0
4.0,1.0,1259.0,0.69077757685352,10415.0,2.0,23488.0,0.612244897959,0.4823,42163.0,0.015,98969.57001360453,0.0061,653.0,0.7737430168,0.7838541667,61735.0
